scene_id,video_id,inference_time_ms
HnTLh99gcxY_scene_227,HnTLh99gcxY,6.001
M1Ta54rkeQQ_scene_1066,M1Ta54rkeQQ,5.001
HnTLh99gcxY_scene_228,HnTLh99gcxY,7.001
XdTzDCE7Gns_scene_2902,XdTzDCE7Gns,4.981
HnTLh99gcxY_scene_231,HnTLh99gcxY,5.998
AxTouP1JVCo_scene_2749,AxTouP1JVCo,4.997
HnTLh99gcxY_scene_230,HnTLh99gcxY,6.0
nssig0FNZVU_scene_630,nssig0FNZVU,4.999
HnTLh99gcxY_scene_233,HnTLh99gcxY,6.003
H3rQxlJm75c_scene_1445,H3rQxlJm75c,4.999
HnTLh99gcxY_scene_232,HnTLh99gcxY,5.008
HnTLh99gcxY_scene_234,HnTLh99gcxY,4.998
EyP3HVhg1u0_scene_279,EyP3HVhg1u0,5.024
nssig0FNZVU_scene_634,nssig0FNZVU,3.999
HnTLh99gcxY_scene_235,HnTLh99gcxY,5.002
KawH640l7YM_scene_3728,KawH640l7YM,4.999
R9jKf_scene_3061,R9jKf,6.003
HnTLh99gcxY_scene_236,HnTLh99gcxY,5.001
ZKUqNG25_scene_2215,ZKUqNG25,5.001
HnTLh99gcxY_scene_237,HnTLh99gcxY,4.998
HnTLh99gcxY_scene_238,HnTLh99gcxY,6.0
0_scene_3681,0,5.001
HnTLh99gcxY_scene_240,HnTLh99gcxY,6.001
w6zbbdK1ewY_scene_370,w6zbbdK1ewY,3.999
HnTLh99gcxY_scene_239,HnTLh99gcxY,5.007
EyP3HVhg1u0_scene_304,EyP3HVhg1u0,3.999
HnTLh99gcxY_scene_241,HnTLh99gcxY,5.075
HnTLh99gcxY_scene_251,HnTLh99gcxY,4.998
HnTLh99gcxY_scene_243,HnTLh99gcxY,4.998
w6zbbdK1ewY_scene_411,w6zbbdK1ewY,5.001
HnTLh99gcxY_scene_242,HnTLh99gcxY,4.998
xW-tuKGhs8I_scene_3229,xW-tuKGhs8I,4.999
HnTLh99gcxY_scene_245,HnTLh99gcxY,5.0
H3rQxlJm75c_scene_1397,H3rQxlJm75c,4.999
lLie9-VS4PI_scene_1163,lLie9-VS4PI,4.999
HnTLh99gcxY_scene_246,HnTLh99gcxY,5.0
4ledYpt-QzY_scene_1301,4ledYpt-QzY,5.001
0CiHWdGBF-c_scene_2681,0CiHWdGBF-c,5.0
HnTLh99gcxY_scene_248,HnTLh99gcxY,4.999
HnTLh99gcxY_scene_249,HnTLh99gcxY,5.004
tPwWU4fNH6c_scene_2304,tPwWU4fNH6c,6.002
HnTLh99gcxY_scene_250,HnTLh99gcxY,5.02
m2YyhYyleII_scene_723,m2YyhYyleII,5.003
u5B1RAufWVM_scene_807,u5B1RAufWVM,4.998
HnTLh99gcxY_scene_252,HnTLh99gcxY,5.0
KawH640l7YM_scene_3764,KawH640l7YM,4.998
HnTLh99gcxY_scene_253,HnTLh99gcxY,4.999
AxTouP1JVCo_scene_2802,AxTouP1JVCo,4.999
tTx8mid-aq4_scene_3096,tTx8mid-aq4,4.999
HnTLh99gcxY_scene_254,HnTLh99gcxY,4.999
HnTLh99gcxY_scene_256,HnTLh99gcxY,5.001
Omkztpc633o_scene_2357,Omkztpc633o,5.0
HnTLh99gcxY_scene_255,HnTLh99gcxY,4.999
ZKUqNG25_scene_2230,ZKUqNG25,6.003
gUV6SfVV7Kw_scene_1558,gUV6SfVV7Kw,5.0
HnTLh99gcxY_scene_257,HnTLh99gcxY,5.0
HnTLh99gcxY_scene_258,HnTLh99gcxY,7.001
4ledYpt-QzY_scene_1317,4ledYpt-QzY,4.999
HnTLh99gcxY_scene_259,HnTLh99gcxY,5.998
m2YyhYyleII_scene_720,m2YyhYyleII,4.999
HnTLh99gcxY_scene_260,HnTLh99gcxY,6.001
HnTLh99gcxY_scene_261,HnTLh99gcxY,3.999
gUV6SfVV7Kw_scene_1529,gUV6SfVV7Kw,6.001
HnTLh99gcxY_scene_262,HnTLh99gcxY,6.838
HnTLh99gcxY_scene_263,HnTLh99gcxY,7.003
xW-tuKGhs8I_scene_3225,xW-tuKGhs8I,5.996
gUV6SfVV7Kw_scene_1549,gUV6SfVV7Kw,6.0
HnTLh99gcxY_scene_264,HnTLh99gcxY,6.005
HnTLh99gcxY_scene_266,HnTLh99gcxY,6.524
m2YyhYyleII_scene_729,m2YyhYyleII,4.995
HnTLh99gcxY_scene_265,HnTLh99gcxY,6.001
tYQoPHwNkho_scene_939,tYQoPHwNkho,7.159
tTx8mid-aq4_scene_3138,tTx8mid-aq4,4.997
HnTLh99gcxY_scene_267,HnTLh99gcxY,4.996
HnTLh99gcxY_scene_269,HnTLh99gcxY,5.139
pHxYQS5MVv4_scene_2296,pHxYQS5MVv4,6.023
HnTLh99gcxY_scene_268,HnTLh99gcxY,8.395
wmbwa9QIkaM_scene_3487,wmbwa9QIkaM,7.998
XdTzDCE7Gns_scene_2861,XdTzDCE7Gns,6.102
HnTLh99gcxY_scene_270,HnTLh99gcxY,6.005
KawH640l7YM_scene_3740,KawH640l7YM,4.999
CN5CZ827j1c_scene_1121,CN5CZ827j1c,7.31
HnTLh99gcxY_scene_272,HnTLh99gcxY,9.117
KawH640l7YM_scene_3759,KawH640l7YM,6.006
HnTLh99gcxY_scene_273,HnTLh99gcxY,8.638
HnTLh99gcxY_scene_275,HnTLh99gcxY,6.478
KawH640l7YM_scene_3753,KawH640l7YM,7.003
HnTLh99gcxY_scene_274,HnTLh99gcxY,5.296
HnTLh99gcxY_scene_276,HnTLh99gcxY,5.476
RAidUDTPZ-k_scene_504,RAidUDTPZ-k,6.331
HnTLh99gcxY_scene_277,HnTLh99gcxY,5.994
bZMricmPA-s_scene_2481,bZMricmPA-s,5.919
EyP3HVhg1u0_scene_278,EyP3HVhg1u0,5.004
EyP3HVhg1u0_scene_280,EyP3HVhg1u0,5.0
u5B1RAufWVM_scene_811,u5B1RAufWVM,5.992
EyP3HVhg1u0_scene_281,EyP3HVhg1u0,6.26
DUxVMAebfrM_scene_953,DUxVMAebfrM,4.986
EyP3HVhg1u0_scene_282,EyP3HVhg1u0,4.99
wmbwa9QIkaM_scene_3500,wmbwa9QIkaM,4.987
hyK61uPB0L8_scene_2024,hyK61uPB0L8,4.993
EyP3HVhg1u0_scene_283,EyP3HVhg1u0,5.199
lLie9-VS4PI_scene_1167,lLie9-VS4PI,5.0
EyP3HVhg1u0_scene_284,EyP3HVhg1u0,4.993
H3rQxlJm75c_scene_1366,H3rQxlJm75c,6.136
EyP3HVhg1u0_scene_285,EyP3HVhg1u0,4.993
EyP3HVhg1u0_scene_287,EyP3HVhg1u0,5.513
EyP3HVhg1u0_scene_286,EyP3HVhg1u0,4.993
m2YyhYyleII_scene_693,m2YyhYyleII,4.987
bZMricmPA-s_scene_2455,bZMricmPA-s,4.984
EyP3HVhg1u0_scene_288,EyP3HVhg1u0,4.991
EyP3HVhg1u0_scene_289,EyP3HVhg1u0,6.0
UHA1Q5JK3_scene_1221,UHA1Q5JK3,7.994
hyK61uPB0L8_scene_2013,hyK61uPB0L8,6.996
EyP3HVhg1u0_scene_290,EyP3HVhg1u0,6.002
0CiHWdGBF-c_scene_2695,0CiHWdGBF-c,5.937
EyP3HVhg1u0_scene_291,EyP3HVhg1u0,6.45
EyP3HVhg1u0_scene_292,EyP3HVhg1u0,6.518
AxTouP1JVCo_scene_2763,AxTouP1JVCo,5.98
DUxVMAebfrM_scene_965,DUxVMAebfrM,6.276
EyP3HVhg1u0_scene_293,EyP3HVhg1u0,5.422
EyP3HVhg1u0_scene_295,EyP3HVhg1u0,7.204
xW-tuKGhs8I_scene_3253,xW-tuKGhs8I,5.524
EyP3HVhg1u0_scene_294,EyP3HVhg1u0,6.283
EyP3HVhg1u0_scene_296,EyP3HVhg1u0,10.678
xW-tuKGhs8I_scene_3256,xW-tuKGhs8I,9.014
gUV6SfVV7Kw_scene_1569,gUV6SfVV7Kw,5.062
nssig0FNZVU_scene_639,nssig0FNZVU,6.099
EyP3HVhg1u0_scene_298,EyP3HVhg1u0,7.994
nssig0FNZVU_scene_556,nssig0FNZVU,5.994
EyP3HVhg1u0_scene_299,EyP3HVhg1u0,7.002
EyP3HVhg1u0_scene_300,EyP3HVhg1u0,5.996
EyP3HVhg1u0_scene_302,EyP3HVhg1u0,8.003
QsgohTGrI58_scene_1748,QsgohTGrI58,7.0
EyP3HVhg1u0_scene_301,EyP3HVhg1u0,5.996
tYQoPHwNkho_scene_938,tYQoPHwNkho,4.992
KawH640l7YM_scene_3726,KawH640l7YM,4.991
EyP3HVhg1u0_scene_303,EyP3HVhg1u0,4.988
OntsMin8brs_scene_3032,OntsMin8brs,4.993
EyP3HVhg1u0_scene_305,EyP3HVhg1u0,5.002
0CiHWdGBF-c_scene_2683,0CiHWdGBF-c,5.991
EyP3HVhg1u0_scene_306,EyP3HVhg1u0,5.062
EyP3HVhg1u0_scene_307,EyP3HVhg1u0,4.994
xW-tuKGhs8I_scene_3293,xW-tuKGhs8I,4.994
bZMricmPA-s_scene_2459,bZMricmPA-s,3.992
EyP3HVhg1u0_scene_308,EyP3HVhg1u0,5.993
0CiHWdGBF-c_scene_2686,0CiHWdGBF-c,4.996
EyP3HVhg1u0_scene_309,EyP3HVhg1u0,4.995
hyK61uPB0L8_scene_1972,hyK61uPB0L8,4.989
EyP3HVhg1u0_scene_310,EyP3HVhg1u0,5.995
EyP3HVhg1u0_scene_312,EyP3HVhg1u0,6.001
xW-tuKGhs8I_scene_3284,xW-tuKGhs8I,5.996
EyP3HVhg1u0_scene_311,EyP3HVhg1u0,5.996
EyP3HVhg1u0_scene_313,EyP3HVhg1u0,5.408
0_scene_3535,0,4.995
KCs7QyTviag_scene_2974,KCs7QyTviag,6.166
EyP3HVhg1u0_scene_314,EyP3HVhg1u0,6.002
JlR_scene_1598,JlR,9.005
bZMricmPA-s_scene_2457,bZMricmPA-s,13.0
EyP3HVhg1u0_scene_315,EyP3HVhg1u0,10.403
EyP3HVhg1u0_scene_323,EyP3HVhg1u0,6.003
EyP3HVhg1u0_scene_316,EyP3HVhg1u0,6.995
EyP3HVhg1u0_scene_318,EyP3HVhg1u0,7.2
qouz8wlTuK8_scene_2056,qouz8wlTuK8,6.002
EyP3HVhg1u0_scene_317,EyP3HVhg1u0,7.399
u5B1RAufWVM_scene_803,u5B1RAufWVM,6.316
EyP3HVhg1u0_scene_319,EyP3HVhg1u0,8.004
bZMricmPA-s_scene_2477,bZMricmPA-s,6.995
4ledYpt-QzY_scene_1312,4ledYpt-QzY,4.992
EyP3HVhg1u0_scene_320,EyP3HVhg1u0,4.995
JlR_scene_1642,JlR,6.012
EyP3HVhg1u0_scene_321,EyP3HVhg1u0,7.006
ZOzvtP1aLwA_scene_2664,ZOzvtP1aLwA,5.993
xW-tuKGhs8I_scene_3280,xW-tuKGhs8I,4.993
EyP3HVhg1u0_scene_325,EyP3HVhg1u0,4.992
wmbwa9QIkaM_scene_3435,wmbwa9QIkaM,3.997
EyP3HVhg1u0_scene_324,EyP3HVhg1u0,4.992
EyP3HVhg1u0_scene_326,EyP3HVhg1u0,5.5
KCs7QyTviag_scene_2935,KCs7QyTviag,7.009
EyP3HVhg1u0_scene_327,EyP3HVhg1u0,6.007
EyP3HVhg1u0_scene_328,EyP3HVhg1u0,5.991
bZMricmPA-s_scene_2448,bZMricmPA-s,7.003
JlR_scene_1625,JlR,5.15
EyP3HVhg1u0_scene_329,EyP3HVhg1u0,6.237
XdTzDCE7Gns_scene_2864,XdTzDCE7Gns,6.989
EyP3HVhg1u0_scene_330,EyP3HVhg1u0,5.998
EyP3HVhg1u0_scene_331,EyP3HVhg1u0,5.998
UHA1Q5JK3_scene_1206,UHA1Q5JK3,6.209
EyP3HVhg1u0_scene_332,EyP3HVhg1u0,9.007
EyP3HVhg1u0_scene_334,EyP3HVhg1u0,5.22
EyP3HVhg1u0_scene_333,EyP3HVhg1u0,6.997
tYQoPHwNkho_scene_912,tYQoPHwNkho,5.993
EyP3HVhg1u0_scene_336,EyP3HVhg1u0,4.999
R9jKf_scene_3057,R9jKf,5.991
EyP3HVhg1u0_scene_335,EyP3HVhg1u0,4.99
EyP3HVhg1u0_scene_337,EyP3HVhg1u0,5.012
KawH640l7YM_scene_3754,KawH640l7YM,3.994
EyP3HVhg1u0_scene_338,EyP3HVhg1u0,4.993
tTx8mid-aq4_scene_3118,tTx8mid-aq4,3.992
EyP3HVhg1u0_scene_340,EyP3HVhg1u0,6.998
JlR_scene_1661,JlR,6.0
EyP3HVhg1u0_scene_339,EyP3HVhg1u0,5.4
EyP3HVhg1u0_scene_341,EyP3HVhg1u0,8.291
pHxYQS5MVv4_scene_2257,pHxYQS5MVv4,5.013
EyP3HVhg1u0_scene_342,EyP3HVhg1u0,5.996
XdTzDCE7Gns_scene_2886,XdTzDCE7Gns,5.067
EyP3HVhg1u0_scene_343,EyP3HVhg1u0,6.001
H6eyOisPlP4_scene_3186,H6eyOisPlP4,5.992
Omkztpc633o_scene_2422,Omkztpc633o,6.178
ZOzvtP1aLwA_scene_2658,ZOzvtP1aLwA,4.994
EyP3HVhg1u0_scene_344,EyP3HVhg1u0,4.991
m2YyhYyleII_scene_682,m2YyhYyleII,5.991
w6zbbdK1ewY_scene_345,w6zbbdK1ewY,4.993
w6zbbdK1ewY_scene_346,w6zbbdK1ewY,5.995
M1Ta54rkeQQ_scene_1061,M1Ta54rkeQQ,4.993
OpkZbJypAwc_scene_2838,OpkZbJypAwc,4.993
w6zbbdK1ewY_scene_349,w6zbbdK1ewY,5.01
nssig0FNZVU_scene_567,nssig0FNZVU,5.097
w6zbbdK1ewY_scene_348,w6zbbdK1ewY,4.993
nssig0FNZVU_scene_665,nssig0FNZVU,5.996
w6zbbdK1ewY_scene_350,w6zbbdK1ewY,7.014
JlR_scene_1631,JlR,4.986
OW2d0-wIECc_scene_3347,OW2d0-wIECc,4.989
w6zbbdK1ewY_scene_351,w6zbbdK1ewY,4.991
nssig0FNZVU_scene_602,nssig0FNZVU,10.007
w6zbbdK1ewY_scene_352,w6zbbdK1ewY,8.004
w6zbbdK1ewY_scene_353,w6zbbdK1ewY,5.996
w6zbbdK1ewY_scene_355,w6zbbdK1ewY,5.365
tTx8mid-aq4_scene_3084,tTx8mid-aq4,5.52
w6zbbdK1ewY_scene_354,w6zbbdK1ewY,4.997
DUxVMAebfrM_scene_976,DUxVMAebfrM,4.993
w6zbbdK1ewY_scene_357,w6zbbdK1ewY,9.0
CN5CZ827j1c_scene_1140,CN5CZ827j1c,12.007
w6zbbdK1ewY_scene_356,w6zbbdK1ewY,8.746
H6eyOisPlP4_scene_3188,H6eyOisPlP4,6.468
w6zbbdK1ewY_scene_358,w6zbbdK1ewY,7.993
w6zbbdK1ewY_scene_360,w6zbbdK1ewY,7.017
m2YyhYyleII_scene_721,m2YyhYyleII,5.994
w6zbbdK1ewY_scene_359,w6zbbdK1ewY,6.097
R9jKf_scene_3063,R9jKf,6.003
R9jKf_scene_3059,R9jKf,5.995
KCs7QyTviag_scene_2934,KCs7QyTviag,7.003
w6zbbdK1ewY_scene_363,w6zbbdK1ewY,4.995
0CiHWdGBF-c_scene_2712,0CiHWdGBF-c,6.005
w6zbbdK1ewY_scene_364,w6zbbdK1ewY,7.003
hyK61uPB0L8_scene_1987,hyK61uPB0L8,5.987
w6zbbdK1ewY_scene_365,w6zbbdK1ewY,4.993
w6zbbdK1ewY_scene_367,w6zbbdK1ewY,4.996
w6zbbdK1ewY_scene_380,w6zbbdK1ewY,4.994
w6zbbdK1ewY_scene_366,w6zbbdK1ewY,5.143
w6zbbdK1ewY_scene_369,w6zbbdK1ewY,4.994
0CiHWdGBF-c_scene_2710,0CiHWdGBF-c,5.512
4ledYpt-QzY_scene_1299,4ledYpt-QzY,4.986
nssig0FNZVU_scene_615,nssig0FNZVU,4.997
4ledYpt-QzY_scene_1324,4ledYpt-QzY,4.997
w6zbbdK1ewY_scene_371,w6zbbdK1ewY,4.988
KawH640l7YM_scene_3770,KawH640l7YM,5.012
w6zbbdK1ewY_scene_372,w6zbbdK1ewY,4.996
qouz8wlTuK8_scene_2047,qouz8wlTuK8,4.994
w6zbbdK1ewY_scene_373,w6zbbdK1ewY,4.995
m2YyhYyleII_scene_744,m2YyhYyleII,4.996
w6zbbdK1ewY_scene_374,w6zbbdK1ewY,4.995
w6zbbdK1ewY_scene_375,w6zbbdK1ewY,4.996
AxTouP1JVCo_scene_2782,AxTouP1JVCo,5.009
KawH640l7YM_scene_3720,KawH640l7YM,4.999
w6zbbdK1ewY_scene_376,w6zbbdK1ewY,6.069
w6zbbdK1ewY_scene_378,w6zbbdK1ewY,4.993
hyK61uPB0L8_scene_1990,hyK61uPB0L8,5.992
tYQoPHwNkho_scene_930,tYQoPHwNkho,4.995
w6zbbdK1ewY_scene_379,w6zbbdK1ewY,4.995
w6zbbdK1ewY_scene_381,w6zbbdK1ewY,4.984
H6eyOisPlP4_scene_3217,H6eyOisPlP4,3.984
KCs7QyTviag_scene_2992,KCs7QyTviag,4.992
Omkztpc633o_scene_2421,Omkztpc633o,3.992
w6zbbdK1ewY_scene_382,w6zbbdK1ewY,4.997
w6zbbdK1ewY_scene_383,w6zbbdK1ewY,5.994
bZMricmPA-s_scene_2441,bZMricmPA-s,5.997
w6zbbdK1ewY_scene_384,w6zbbdK1ewY,4.989
RAidUDTPZ-k_scene_428,RAidUDTPZ-k,5.995
WFr0je02Nzc_scene_1731,WFr0je02Nzc,4.994
w6zbbdK1ewY_scene_387,w6zbbdK1ewY,5.991
w6zbbdK1ewY_scene_386,w6zbbdK1ewY,3.992
Notdcs17xbw_scene_1861,Notdcs17xbw,5.103
w6zbbdK1ewY_scene_389,w6zbbdK1ewY,5.994
w6zbbdK1ewY_scene_388,w6zbbdK1ewY,5.001
WFr0je02Nzc_scene_1700,WFr0je02Nzc,6.992
w6zbbdK1ewY_scene_391,w6zbbdK1ewY,5.995
w6zbbdK1ewY_scene_390,w6zbbdK1ewY,4.993
H3rQxlJm75c_scene_1367,H3rQxlJm75c,6.994
w6zbbdK1ewY_scene_392,w6zbbdK1ewY,3.99
w6zbbdK1ewY_scene_393,w6zbbdK1ewY,5.0
RAidUDTPZ-k_scene_499,RAidUDTPZ-k,7.017
ZKUqNG25_scene_2194,ZKUqNG25,7.24
w6zbbdK1ewY_scene_394,w6zbbdK1ewY,5.992
w6zbbdK1ewY_scene_395,w6zbbdK1ewY,4.988
Notdcs17xbw_scene_1858,Notdcs17xbw,5.994
w6zbbdK1ewY_scene_396,w6zbbdK1ewY,4.984
u5B1RAufWVM_scene_798,u5B1RAufWVM,3.985
w6zbbdK1ewY_scene_397,w6zbbdK1ewY,5.994
w6zbbdK1ewY_scene_398,w6zbbdK1ewY,6.001
tTx8mid-aq4_scene_3133,tTx8mid-aq4,6.39
XdTzDCE7Gns_scene_2875,XdTzDCE7Gns,6.005
w6zbbdK1ewY_scene_399,w6zbbdK1ewY,7.0
w6zbbdK1ewY_scene_400,w6zbbdK1ewY,5.996
0CiHWdGBF-c_scene_2722,0CiHWdGBF-c,5.999
w6zbbdK1ewY_scene_402,w6zbbdK1ewY,3.993
0CiHWdGBF-c_scene_2716,0CiHWdGBF-c,5.122
nssig0FNZVU_scene_666,nssig0FNZVU,4.991
w6zbbdK1ewY_scene_403,w6zbbdK1ewY,4.993
nssig0FNZVU_scene_659,nssig0FNZVU,4.005
gUV6SfVV7Kw_scene_1536,gUV6SfVV7Kw,5.997
w6zbbdK1ewY_scene_405,w6zbbdK1ewY,5.014
w6zbbdK1ewY_scene_406,w6zbbdK1ewY,5.008
OpkZbJypAwc_scene_2818,OpkZbJypAwc,5.235
ZKUqNG25_scene_2091,ZKUqNG25,6.002
w6zbbdK1ewY_scene_407,w6zbbdK1ewY,5.998
w6zbbdK1ewY_scene_409,w6zbbdK1ewY,5.992
OW2d0-wIECc_scene_3340,OW2d0-wIECc,6.003
w6zbbdK1ewY_scene_408,w6zbbdK1ewY,4.992
w6zbbdK1ewY_scene_410,w6zbbdK1ewY,6.462
UHA1Q5JK3_scene_1260,UHA1Q5JK3,4.991
bZMricmPA-s_scene_2452,bZMricmPA-s,5.996
u5B1RAufWVM_scene_841,u5B1RAufWVM,4.999
RAidUDTPZ-k_scene_412,RAidUDTPZ-k,4.992
RAidUDTPZ-k_scene_413,RAidUDTPZ-k,4.985
tPwWU4fNH6c_scene_2320,tPwWU4fNH6c,4.992
RAidUDTPZ-k_scene_414,RAidUDTPZ-k,5.99
tYQoPHwNkho_scene_934,tYQoPHwNkho,4.994
gUV6SfVV7Kw_scene_1554,gUV6SfVV7Kw,4.991
RAidUDTPZ-k_scene_415,RAidUDTPZ-k,4.984
H3rQxlJm75c_scene_1390,H3rQxlJm75c,4.995
RAidUDTPZ-k_scene_416,RAidUDTPZ-k,5.0
RAidUDTPZ-k_scene_417,RAidUDTPZ-k,6.0
QsgohTGrI58_scene_1775,QsgohTGrI58,5.511
RAidUDTPZ-k_scene_418,RAidUDTPZ-k,4.991
RAidUDTPZ-k_scene_420,RAidUDTPZ-k,4.992
RAidUDTPZ-k_scene_419,RAidUDTPZ-k,4.985
ZKUqNG25_scene_2228,ZKUqNG25,5.001
RAidUDTPZ-k_scene_421,RAidUDTPZ-k,3.995
RAidUDTPZ-k_scene_422,RAidUDTPZ-k,5.999
0_scene_3620,0,4.99
RAidUDTPZ-k_scene_424,RAidUDTPZ-k,8.817
RAidUDTPZ-k_scene_423,RAidUDTPZ-k,15.999
xW-tuKGhs8I_scene_3290,xW-tuKGhs8I,11.519
pHxYQS5MVv4_scene_2291,pHxYQS5MVv4,7.998
RAidUDTPZ-k_scene_425,RAidUDTPZ-k,8.997
RAidUDTPZ-k_scene_426,RAidUDTPZ-k,7.957
KawH640l7YM_scene_3721,KawH640l7YM,6.999
M1Ta54rkeQQ_scene_993,M1Ta54rkeQQ,9.001
RAidUDTPZ-k_scene_427,RAidUDTPZ-k,8.0
RAidUDTPZ-k_scene_429,RAidUDTPZ-k,4.925
0CiHWdGBF-c_scene_2698,0CiHWdGBF-c,4.979
XdTzDCE7Gns_scene_2898,XdTzDCE7Gns,4.985
RAidUDTPZ-k_scene_430,RAidUDTPZ-k,4.982
QsgohTGrI58_scene_1769,QsgohTGrI58,5.539
RAidUDTPZ-k_scene_431,RAidUDTPZ-k,5.001
RAidUDTPZ-k_scene_433,RAidUDTPZ-k,5.0
H6eyOisPlP4_scene_3212,H6eyOisPlP4,4.999
RAidUDTPZ-k_scene_434,RAidUDTPZ-k,4.984
ZOzvtP1aLwA_scene_2500,ZOzvtP1aLwA,5.0
RAidUDTPZ-k_scene_435,RAidUDTPZ-k,3.983
RAidUDTPZ-k_scene_436,RAidUDTPZ-k,5.018
ZKUqNG25_scene_2131,ZKUqNG25,6.004
RAidUDTPZ-k_scene_437,RAidUDTPZ-k,5.996
tTx8mid-aq4_scene_3119,tTx8mid-aq4,5.99
tYQoPHwNkho_scene_905,tYQoPHwNkho,6.986
RAidUDTPZ-k_scene_438,RAidUDTPZ-k,5.989
R9jKf_scene_3072,R9jKf,5.987
RAidUDTPZ-k_scene_439,RAidUDTPZ-k,4.995
R9jKf_scene_3060,R9jKf,4.996
RAidUDTPZ-k_scene_440,RAidUDTPZ-k,5.0
AxTouP1JVCo_scene_2748,AxTouP1JVCo,4.999
H6eyOisPlP4_scene_3203,H6eyOisPlP4,3.994
RAidUDTPZ-k_scene_442,RAidUDTPZ-k,5.995
hyK61uPB0L8_scene_2021,hyK61uPB0L8,4.996
RAidUDTPZ-k_scene_443,RAidUDTPZ-k,5.997
RAidUDTPZ-k_scene_444,RAidUDTPZ-k,4.994
RAidUDTPZ-k_scene_530,RAidUDTPZ-k,5.0
RAidUDTPZ-k_scene_445,RAidUDTPZ-k,4.995
H6eyOisPlP4_scene_3205,H6eyOisPlP4,4.998
RAidUDTPZ-k_scene_447,RAidUDTPZ-k,5.997
m2YyhYyleII_scene_752,m2YyhYyleII,5.255
JlR_scene_1623,JlR,5.987
nssig0FNZVU_scene_603,nssig0FNZVU,6.991
RAidUDTPZ-k_scene_448,RAidUDTPZ-k,7.996
DUxVMAebfrM_scene_974,DUxVMAebfrM,5.995
RAidUDTPZ-k_scene_449,RAidUDTPZ-k,9.0
OW2d0-wIECc_scene_3392,OW2d0-wIECc,7.17
RAidUDTPZ-k_scene_450,RAidUDTPZ-k,7.998
RAidUDTPZ-k_scene_451,RAidUDTPZ-k,6.997
RAidUDTPZ-k_scene_453,RAidUDTPZ-k,6.012
RAidUDTPZ-k_scene_452,RAidUDTPZ-k,8.28
KawH640l7YM_scene_3724,KawH640l7YM,6.183
RAidUDTPZ-k_scene_454,RAidUDTPZ-k,7.667
OpkZbJypAwc_scene_2851,OpkZbJypAwc,6.401
RAidUDTPZ-k_scene_455,RAidUDTPZ-k,11.839
RAidUDTPZ-k_scene_457,RAidUDTPZ-k,7.651
RAidUDTPZ-k_scene_456,RAidUDTPZ-k,4.991
tTx8mid-aq4_scene_3160,tTx8mid-aq4,5.992
RAidUDTPZ-k_scene_458,RAidUDTPZ-k,6.993
CN5CZ827j1c_scene_1126,CN5CZ827j1c,4.991
RAidUDTPZ-k_scene_459,RAidUDTPZ-k,6.012
RAidUDTPZ-k_scene_461,RAidUDTPZ-k,5.0
OW2d0-wIECc_scene_3334,OW2d0-wIECc,5.652
RAidUDTPZ-k_scene_460,RAidUDTPZ-k,5.593
RAidUDTPZ-k_scene_462,RAidUDTPZ-k,4.996
u5B1RAufWVM_scene_804,u5B1RAufWVM,4.994
ZOzvtP1aLwA_scene_2615,ZOzvtP1aLwA,3.995
RAidUDTPZ-k_scene_463,RAidUDTPZ-k,5.001
RAidUDTPZ-k_scene_464,RAidUDTPZ-k,3.99
RAidUDTPZ-k_scene_465,RAidUDTPZ-k,4.985
KCs7QyTviag_scene_2976,KCs7QyTviag,7.358
ZKUqNG25_scene_2207,ZKUqNG25,4.992
RAidUDTPZ-k_scene_466,RAidUDTPZ-k,5.999
RAidUDTPZ-k_scene_468,RAidUDTPZ-k,5.009
qouz8wlTuK8_scene_2046,qouz8wlTuK8,5.166
RAidUDTPZ-k_scene_467,RAidUDTPZ-k,4.994
nssig0FNZVU_scene_629,nssig0FNZVU,5.99
RAidUDTPZ-k_scene_470,RAidUDTPZ-k,4.99
RAidUDTPZ-k_scene_469,RAidUDTPZ-k,4.994
RAidUDTPZ-k_scene_471,RAidUDTPZ-k,4.999
OntsMin8brs_scene_3009,OntsMin8brs,5.994
RAidUDTPZ-k_scene_472,RAidUDTPZ-k,5.997
u5B1RAufWVM_scene_828,u5B1RAufWVM,4.99
RAidUDTPZ-k_scene_474,RAidUDTPZ-k,4.996
ZOzvtP1aLwA_scene_2542,ZOzvtP1aLwA,4.994
RAidUDTPZ-k_scene_476,RAidUDTPZ-k,4.993
Omkztpc633o_scene_2414,Omkztpc633o,4.993
RAidUDTPZ-k_scene_478,RAidUDTPZ-k,4.993
RAidUDTPZ-k_scene_477,RAidUDTPZ-k,4.994
RAidUDTPZ-k_scene_479,RAidUDTPZ-k,6.108
hyK61uPB0L8_scene_2014,hyK61uPB0L8,4.215
pHxYQS5MVv4_scene_2258,pHxYQS5MVv4,4.996
RAidUDTPZ-k_scene_480,RAidUDTPZ-k,4.988
hyK61uPB0L8_scene_2023,hyK61uPB0L8,4.992
RAidUDTPZ-k_scene_481,RAidUDTPZ-k,4.992
RAidUDTPZ-k_scene_482,RAidUDTPZ-k,5.993
bZMricmPA-s_scene_2465,bZMricmPA-s,5.993
RAidUDTPZ-k_scene_483,RAidUDTPZ-k,3.994
hyK61uPB0L8_scene_2012,hyK61uPB0L8,4.998
RAidUDTPZ-k_scene_485,RAidUDTPZ-k,4.999
0CiHWdGBF-c_scene_2706,0CiHWdGBF-c,4.993
